Unnamed: 0,title,description,cat2_slug,cat3_slug,city_slug,city_category,building_size,land_size,rooms_count,construction_year,floor,total_floors_count,building_direction,floor_material,deed_type,building_age,user_type,price_value,credit_value,rent_value,has_elevator,has_parking,has_storage,has_balcony,has_security,has_pool,has_sauna,has_jacuzzi,has_gym,has_lobby,has_video_intercom,has_remote_door,has_central_vacuum,has_barbecue,is_rebuilt,has_business_deed,location_latitude,location_longitude,location_radius,created_at,created_at_month,price_mode,credit_mode,rent_mode,rent_to_single,rent_type,rent_credit_transform,transformable_price,transformable_credit,transformed_credit,transformable_rent,transformed_rent,has_water,has_electricity,has_gas,regular_person_capacity,extra_person_capacity,cost_per_extra_person,rent_price_on_regular_days,rent_price_on_special_days,rent_price_at_weekends,property_type,has_roof_garden,has_guard,has_master_room,neighborhood_slug
287,Property listing 287,A nice property with 1 bedrooms,land-sell,shop,mashhad,capital,452.0,362.0,1_room,1401,19,14.0,west,laminate,official,20+,personal,,9668986847.431002,,true,false,unselect,false,unselect,unselect,true,false,true,true,unselect,unselect,true,unselect,False,,33.33029396750649,51.619572387292266,100,2023-02-17 20:00:00,Azar,agreeable,,,,,False,True,False,143156311.66407195,True,322403.6999655444,False,False,True,,3,100000,500000,,,,false,true,true,neighborhood_2
288,Property listing 288,A nice property with 1 bedrooms,land-sell,shop,mashhad,capital,461.0,351.0,5plus_rooms,1401,7,8.0,south,parquet,official,1-5,personal,26260310554.83306,,,unselect,false,false,true,false,unselect,false,true,unselect,true,true,false,false,unselect,True,,35.779556104859815,50.68099770384697,500,2023-02-18 00:00:00,Farvardin,agreeable,,,False,,False,False,,329012613.7839326,,7517059.60179315,False,,False,8,3,,,800000,600000,apartment,true,true,unselect,neighborhood_3
289,Property listing 289,A nice property with 4 bedrooms,land-sell,commercial,tabriz,capital,81.0,509.0,1_room,1401,4,8.0,south,ceramic,cooperative,20+,personal,33569293539.58578,,,false,unselect,true,false,unselect,false,unselect,unselect,unselect,false,true,unselect,false,false,False,,32.05432635159508,50.810475276501116,100,2023-02-18 04:00:00,Mordad,,agreeable,fixed,False,,,True,False,442027608.4304238,True,6554657.014764296,False,,False,4,,200000,,1500000,,land,true,unselect,unselect,neighborhood_4
290,Property listing 290,A nice property with 1 bedrooms,land-sell,office,tabriz,capital,60.0,450.0,3_rooms,1396,17,15.0,north-east,stone,cooperative,10-20,agency,,3632206293.820824,,unselect,unselect,false,unselect,unselect,unselect,true,false,true,unselect,true,false,false,false,,False,33.39633015306095,53.67321096803909,200,2023-02-18 08:00:00,Farvardin,fixed,,fixed,False,monthly,True,True,False,192232004.5270639,True,7677408.09852709,True,True,False,,1,100000,,800000,,apartment,unselect,false,false,neighborhood_1
291,Property listing 291,A nice property with 3 bedrooms,land-sell,office,tehran,capital,81.0,442.0,5plus_rooms,1402,11,13.0,west,mosaic,official,20+,agency,,,,unselect,unselect,false,false,unselect,false,true,unselect,unselect,false,false,true,false,false,True,False,32.52839360691496,53.43311889142382,200,2023-02-18 12:00:00,Mehr,fixed,agreeable,agreeable,,monthly,,,,449959576.3686095,False,4945024.5479592215,False,True,False,8,3,100000,1000000,800000,1200000,land,true,true,false,neighborhood_3
292,Property listing 292,A nice property with 1 bedrooms,apartment-rent,residential,tehran,minor,436.0,256.0,3_rooms,1399,1,7.0,north-west,ceramic,official,1-5,personal,,,15634935.711989935,true,unselect,false,unselect,unselect,false,true,unselect,unselect,unselect,true,unselect,unselect,unselect,,,32.5064793161801,50.79617722328141,200,2023-02-18 16:00:00,Azar,agreeable,agreeable,fixed,False,daily,False,True,False,157162822.99175,True,9913792.184482956,True,False,True,6,,200000,500000,,,,true,false,false,neighborhood_2
293,Property listing 293,A nice property with 2 bedrooms,house-rent,shop,shiraz,capital,152.0,259.0,4_rooms,1399,5,5.0,east,ceramic,official,10-20,agency,,,,true,true,true,unselect,true,true,false,true,false,unselect,false,unselect,false,false,False,False,35.26171797604627,53.50265049563805,200,2023-02-18 20:00:00,Shahrivar,,,agreeable,,monthly,False,True,False,559006538.9858902,,438470.18710963195,True,False,,4,2,100000,500000,1500000,600000,apartment,false,unselect,true,neighborhood_3
294,Property listing 294,A nice property with 2 bedrooms,land-sell,office,tabriz,minor,144.0,164.0,5plus_rooms,1400,7,17.0,north-east,stone,endowment,new,agency,28901615143.543114,6552522160.247111,37590422.08210983,true,unselect,true,true,false,true,true,true,true,true,true,false,true,unselect,,,35.67347325900049,50.83674452032337,1000,2023-02-19 00:00:00,Ordibehesht,fixed,,fixed,False,,,True,,663713252.5201939,True,2343715.864038057,,,,,,100000,1000000,800000,,apartment,unselect,true,true,neighborhood_2
295,Property listing 295,A nice property with 4 bedrooms,house-rent,commercial,isfahan,major,231.0,300.0,5plus_rooms,1398,3,16.0,north-west,parquet,endowment,5-10,agency,32421230715.58854,4432931917.7875185,43030511.870249666,true,unselect,true,true,false,false,true,unselect,unselect,true,true,true,unselect,false,True,True,35.11103301693194,52.506185286990785,1000,2023-02-19 04:00:00,Shahrivar,fixed,agreeable,,,,True,False,True,62434284.02801076,True,3965459.869736151,True,False,,6,1,,,,600000,apartment,true,false,true,neighborhood_1
296,Property listing 296,A nice property with 2 bedrooms,apartment-rent,commercial,mashhad,capital,56.0,268.0,3_rooms,1401,8,2.0,south,ceramic,official,1-5,agency,1562042210.8605764,9489673019.705263,25254156.94091059,true,false,unselect,unselect,true,false,true,true,unselect,true,false,true,unselect,unselect,True,,35.90646287597024,50.32512209328277,100,2023-02-19 08:00:00,Azar,agreeable,,agreeable,False,,True,,True,871132121.0821681,True,4497779.415657031,False,,,8,1,200000,1000000,,600000,apartment,false,unselect,false,neighborhood_3
297,Property listing 297,A nice property with 3 bedrooms,apartment-rent,shop,tehran,major,159.0,456.0,4_rooms,1396,15,18.0,west,ceramic,cooperative,1-5,agency,30943337981.528675,,,true,false,false,unselect,unselect,true,true,true,true,true,false,false,true,false,False,True,32.86531588066508,53.52147850503647,500,2023-02-19 12:00:00,Khordad,fixed,,fixed,False,monthly,,,False,185140885.04203552,,9213674.026995186,False,,False,4,3,100000,1000000,,1200000,villa,true,true,unselect,neighborhood_3
298,Property listing 298,A nice property with 1 bedrooms,house-rent,commercial,mashhad,major,432.0,492.0,2_rooms,1398,10,17.0,north-east,parquet,official,1-5,agency,25524492773.887676,5325547371.140733,,false,false,true,false,unselect,unselect,true,false,false,true,unselect,true,unselect,false,False,True,32.56319964883876,50.206001197861866,200,2023-02-19 16:00:00,Azar,,,agreeable,False,daily,False,False,True,225362425.3203238,,5600043.640772589,False,True,True,,2,100000,500000,800000,600000,villa,false,true,false,neighborhood_3
299,Property listing 299,A nice property with 4 bedrooms,apartment-sell,commercial,mashhad,major,464.0,403.0,1_room,1401,14,7.0,west,stone,endowment,10-20,personal,27332909020.99384,4828738523.741702,,unselect,true,false,unselect,unselect,unselect,unselect,false,true,unselect,true,true,true,unselect,True,True,34.08281512815845,52.21977155700455,200,2023-02-19 20:00:00,Aban,,fixed,agreeable,,monthly,True,False,True,661349840.083063,,451109.9552039388,False,,,6,1,200000,500000,,600000,,true,false,true,neighborhood_3
300,Property listing 300,A nice property with 1 bedrooms,house-sell,shop,shiraz,minor,168.0,599.0,3_rooms,1396,1,13.0,south,ceramic,cooperative,new,agency,18035248958.857773,7031635776.060513,22620253.785494123,true,unselect,true,false,false,unselect,unselect,unselect,false,true,false,true,unselect,false,True,,35.31615045897047,53.11884610072154,1000,2023-02-20 00:00:00,Esfand,fixed,fixed,agreeable,,daily,,,False,468751060.434414,True,4078629.6342566186,,True,True,4,3,200000,1000000,,1200000,,false,false,true,neighborhood_3
301,Property listing 301,A nice property with 1 bedrooms,apartment-sell,office,tabriz,major,169.0,191.0,5plus_rooms,1398,7,18.0,north-east,parquet,endowment,20+,agency,,,,false,unselect,true,unselect,false,false,true,unselect,unselect,true,unselect,true,unselect,true,True,,32.15935636335224,50.46733894564272,1000,2023-02-20 04:00:00,Mehr,,agreeable,,False,monthly,False,True,,499395599.1710657,False,4164904.123690699,,,False,8,,,1000000,,600000,apartment,false,true,true,neighborhood_1
302,Property listing 302,A nice property with 3 bedrooms,apartment-sell,office,tehran,major,99.0,550.0,1_room,1399,13,14.0,south,ceramic,cooperative,new,agency,9747627757.241404,1945953408.933315,41440111.718726136,unselect,true,true,true,false,true,true,unselect,false,false,unselect,true,true,unselect,True,False,35.982262643999526,51.617921070000754,200,2023-02-20 08:00:00,Aban,,,fixed,,,True,,True,128154984.56313267,,9654909.384377848,,,False,,,,500000,800000,1200000,villa,unselect,true,false,neighborhood_4
303,Property listing 303,A nice property with 2 bedrooms,apartment-sell,commercial,mashhad,major,87.0,596.0,1_room,1399,3,18.0,north,mosaic,endowment,10-20,personal,47542161189.31232,,7171091.411327529,true,unselect,false,true,false,unselect,true,unselect,false,false,false,true,true,false,False,False,34.40898371682129,50.1678006059602,500,2023-02-20 12:00:00,Dey,agreeable,agreeable,fixed,True,daily,True,False,False,805735821.8764082,True,5991970.910211082,,,,4,1,,500000,,600000,,false,unselect,true,neighborhood_1
304,Property listing 304,A nice property with 2 bedrooms,land-sell,commercial,tehran,capital,68.0,591.0,1_room,1402,11,13.0,south,laminate,cooperative,1-5,agency,,,,true,false,unselect,unselect,false,true,true,false,true,unselect,true,true,true,unselect,True,True,35.91576724872551,52.73101030935984,100,2023-02-20 16:00:00,Shahrivar,fixed,,agreeable,False,monthly,,True,,617054246.10421,,6356510.711589389,True,False,,8,2,100000,,800000,,land,true,unselect,false,neighborhood_3
305,Property listing 305,A nice property with 1 bedrooms,apartment-rent,office,isfahan,capital,136.0,556.0,2_rooms,1395,12,11.0,west,mosaic,cooperative,5-10,agency,23387489475.96012,1899495576.3041334,43347299.5108163,false,true,true,false,true,true,false,true,unselect,unselect,unselect,true,true,false,False,,33.460326532935106,51.229798379845406,100,2023-02-20 20:00:00,Khordad,fixed,fixed,fixed,False,,False,,True,135382043.30945602,False,7132530.312512708,,False,False,8,3,200000,1000000,,1200000,villa,false,true,unselect,neighborhood_2
306,Property listing 306,A nice property with 4 bedrooms,apartment-sell,shop,shiraz,minor,49.0,330.0,0_rooms,1402,18,16.0,east,ceramic,cooperative,1-5,agency,2730218513.686606,,,unselect,unselect,true,false,false,false,false,false,true,false,true,unselect,false,true,True,False,33.832095282134354,52.23758097855388,100,2023-02-21 00:00:00,Mehr,agreeable,,,True,daily,True,True,,373999367.025596,True,7700393.156821232,True,True,False,6,1,,,800000,1200000,villa,false,false,false,neighborhood_2
307,Property listing 307,A nice property with 2 bedrooms,apartment-rent,commercial,isfahan,minor,281.0,473.0,3_rooms,1397,13,17.0,south,stone,cooperative,20+,personal,1974554854.2446313,2160285766.8045273,,true,true,true,false,unselect,unselect,false,unselect,true,false,true,false,false,false,True,False,35.00944576958957,53.730929081681445,100,2023-02-21 04:00:00,Tir,agreeable,,agreeable,,daily,,True,False,810409932.7350302,,6350510.702024892,False,,True,8,3,200000,,800000,600000,villa,true,false,true,neighborhood_3
308,Property listing 308,A nice property with 4 bedrooms,house-rent,residential,tehran,capital,353.0,319.0,0_rooms,1402,14,8.0,north-west,laminate,endowment,5-10,agency,35887354207.63321,,,unselect,true,unselect,unselect,false,true,unselect,unselect,unselect,true,unselect,true,true,false,,False,35.17080180224527,51.22343243197937,500,2023-02-21 08:00:00,Bahman,agreeable,,,,,True,False,,568355045.9866207,,2371943.511339355,True,True,False,8,,100000,,1500000,1200000,apartment,true,true,unselect,neighborhood_4
309,Property listing 309,A nice property with 2 bedrooms,house-sell,shop,tehran,minor,483.0,203.0,0_rooms,1401,11,19.0,east,mosaic,endowment,1-5,personal,26950923739.64345,9422432690.351488,,false,unselect,false,unselect,true,false,true,false,true,true,false,false,false,true,,,32.93213221340096,50.19450988654111,500,2023-02-21 12:00:00,Dey,agreeable,fixed,,,,False,,,108648779.13293047,False,8740459.143411642,True,True,True,2,3,100000,500000,1500000,600000,land,false,unselect,true,neighborhood_3
310,Property listing 310,A nice property with 4 bedrooms,house-rent,commercial,tabriz,capital,271.0,132.0,0_rooms,1400,15,15.0,north,parquet,cooperative,5-10,agency,25484428612.39171,5189744819.672982,22158449.93850969,true,false,false,true,unselect,false,false,false,true,unselect,true,true,true,unselect,True,False,35.71920434523089,52.7025110707948,500,2023-02-21 16:00:00,Mordad,,fixed,fixed,False,monthly,True,False,False,372777045.78928673,,7321198.004106302,,,False,8,,200000,,1500000,1200000,apartment,true,true,unselect,neighborhood_1
311,Property listing 311,A nice property with 3 bedrooms,house-rent,commercial,mashhad,major,316.0,475.0,1_room,1398,6,9.0,north-east,stone,cooperative,new,personal,12231914068.091167,3529565753.249691,,unselect,unselect,false,true,true,false,true,unselect,false,false,false,true,true,false,False,True,35.46969248733892,53.14736453805667,1000,2023-02-21 20:00:00,Aban,,fixed,fixed,False,monthly,False,,True,242694398.45573458,True,7418704.850969559,False,False,True,,2,200000,500000,800000,1200000,,false,false,true,neighborhood_4
312,Property listing 312,A nice property with 4 bedrooms,land-sell,residential,mashhad,major,323.0,324.0,4_rooms,1400,19,10.0,north-east,mosaic,endowment,10-20,personal,37263061508.33312,,,false,unselect,false,unselect,unselect,unselect,true,true,true,unselect,unselect,unselect,unselect,false,True,,32.07282121241279,53.83147423951031,200,2023-02-22 00:00:00,Mehr,agreeable,agreeable,agreeable,False,,True,,True,517465553.6537264,True,9965567.392347492,False,False,False,4,2,,500000,,,land,false,true,false,neighborhood_4
313,Property listing 313,A nice property with 3 bedrooms,house-sell,residential,isfahan,minor,242.0,333.0,1_room,1395,0,12.0,east,parquet,cooperative,1-5,personal,8495005297.513744,,47107323.6042969,false,false,true,true,false,unselect,unselect,unselect,unselect,true,true,false,true,true,,False,32.514272423420735,50.631203508102665,500,2023-02-22 04:00:00,Mehr,fixed,,,False,monthly,True,True,,843361128.8719896,False,8025265.348633159,,True,False,,,200000,500000,,600000,apartment,false,true,true,neighborhood_1
314,Property listing 314,A nice property with 3 bedrooms,house-rent,office,shiraz,capital,286.0,222.0,1_room,1397,3,1.0,north-east,ceramic,cooperative,20+,agency,9577743708.6849,2692315761.212979,24832232.940432232,true,unselect,unselect,false,true,false,unselect,false,true,unselect,false,false,true,unselect,True,False,33.98438842562827,51.5685597004646,100,2023-02-22 08:00:00,Aban,fixed,fixed,fixed,False,,,True,,436267134.8044198,False,8291514.031551532,True,False,True,,1,,1000000,800000,,villa,true,unselect,false,neighborhood_4
315,Property listing 315,A nice property with 4 bedrooms,house-rent,shop,mashhad,capital,329.0,376.0,5plus_rooms,1398,4,9.0,south,parquet,cooperative,new,personal,23089537350.278946,,,unselect,unselect,true,false,unselect,unselect,false,unselect,false,unselect,false,unselect,true,unselect,,,33.84382205645273,53.3765618401019,500,2023-02-22 12:00:00,Dey,fixed,agreeable,agreeable,,,True,True,,433342030.3683231,False,9514055.157101585,,,True,6,,200000,,,1200000,land,unselect,false,false,neighborhood_3
316,Property listing 316,A nice property with 3 bedrooms,house-sell,shop,tabriz,minor,303.0,112.0,5plus_rooms,1396,10,15.0,east,mosaic,official,1-5,personal,14385365119.38585,5340833143.7790165,39468521.21661212,true,unselect,unselect,unselect,false,unselect,false,unselect,true,unselect,true,unselect,true,true,True,False,34.83356342013934,53.22748557307552,200,2023-02-22 16:00:00,Khordad,agreeable,fixed,agreeable,True,monthly,False,False,,905350902.327037,True,1511339.9984889387,True,,,2,3,200000,500000,800000,600000,villa,unselect,false,unselect,neighborhood_3
317,Property listing 317,A nice property with 1 bedrooms,house-sell,office,isfahan,capital,482.0,122.0,0_rooms,1401,16,1.0,west,mosaic,cooperative,new,personal,12448402763.534004,9440972370.026464,41257306.896281056,true,true,false,false,unselect,true,unselect,true,true,true,false,false,unselect,true,True,False,32.358845504212134,52.49918282933545,1000,2023-02-22 20:00:00,Khordad,,,fixed,,monthly,,True,True,576185412.5072724,False,4977273.764780679,,False,,2,3,200000,1000000,,,,false,true,false,neighborhood_2
318,Property listing 318,A nice property with 3 bedrooms,house-rent,shop,isfahan,major,253.0,424.0,1_room,1397,-1,12.0,south,ceramic,official,20+,personal,,,,unselect,true,unselect,unselect,true,false,unselect,unselect,true,unselect,false,true,true,false,False,True,34.579421226788504,51.077474180810775,100,2023-02-23 00:00:00,Ordibehesht,,agreeable,,,daily,False,False,False,566191087.3974068,,5805670.235907876,,False,False,,3,100000,1000000,800000,1200000,land,false,false,false,neighborhood_1
319,Property listing 319,A nice property with 2 bedrooms,house-sell,shop,tabriz,minor,239.0,557.0,0_rooms,1399,15,3.0,south,parquet,cooperative,1-5,agency,,,,unselect,true,true,false,true,false,true,unselect,false,true,unselect,true,unselect,true,,,34.465479724538326,51.13614116260311,1000,2023-02-23 04:00:00,Farvardin,,fixed,agreeable,False,daily,False,True,False,261909891.87538937,,3292757.292224576,False,True,False,4,1,100000,1000000,1500000,,,true,false,false,neighborhood_4
